format, deserializerTime, limit, loaderTime, dataLength, dataLoader, deserializer, 
json, 4.361301958560944, 200, 1.724475026130676, 86424, ASIHTTPRequest, BSJSON, 
yaml, 0.2345689535140991, 50, 1.669725000858307, 23387, ASIHTTPRequest, YAML, 
yaml, 0.4627450108528137, 100, 1.188646972179413, 46188, ASIHTTPRequest, YAML, 
yaml, 0.706072986125946, 150, 1.484140992164612, 69811, ASIHTTPRequest, YAML, 
yaml, 0.9021979570388794, 200, 1.62873899936676, 92610, ASIHTTPRequest, YAML, 
binplist, 0.02091801166534424, 50, 0.9255419969558716, 17678, ASIHTTPRequest, BinaryPlist, 
binplist, 0.04429501295089722, 100, 1.30153900384903, 34499, ASIHTTPRequest, BinaryPlist, 
binplist, 0.06705397367477417, 150, 1.382488965988159, 51775, ASIHTTPRequest, BinaryPlist, 
binplist, 0.08516401052474976, 200, 1.401730954647064, 67328, ASIHTTPRequest, BinaryPlist, 
xmlplist, 0.05975401401519775, 50, 1.70456600189209, 37683, ASIHTTPRequest, XMLPlist, 
xmlplist, 0.1230239868164062, 100, 1.04960298538208, 75772, ASIHTTPRequest, XMLPlist, 
xmlplist, 0.1765899658203125, 150, 1.207908034324646, 112811, ASIHTTPRequest, XMLPlist, 
xmlplist, 0.2291390299797058, 200, 1.450744986534119, 150715, ASIHTTPRequest, XMLPlist, 
xmlplistformatted, 0.05739998817443848, 50, 0.7814170122146606, 48028, ASIHTTPRequest, XMLFormattedPlist, 
xmlplistformatted, 0.1144869923591614, 100, 1.364297032356262, 95616, ASIHTTPRequest, XMLFormattedPlist, 
xmlplistformatted, 0.18060702085495, 150, 1.302175045013428, 143237, ASIHTTPRequest, XMLFormattedPlist, 
xmlplistformatted, 0.2316440343856812, 200, 1.67629200220108, 191787, ASIHTTPRequest, XMLFormattedPlist, 
xml, 0.2658199667930603, 50, 0.7651320099830627, 26204, ASIHTTPRequest, NSXMLParser, 
xml, 0.5242800116539001, 100, 1.062771022319794, 53332, ASIHTTPRequest, NSXMLParser, 
xml, 0.7742769718170166, 150, 1.514787018299103, 79167, ASIHTTPRequest, NSXMLParser, 
xml, 1.04044896364212, 200, 1.884727001190186, 106148, ASIHTTPRequest, NSXMLParser, 
xml, 0.1812080144882202, 50, 0.8808629512786865, 26689, ASIHTTPRequest, TouchXML, 
xml, 0.3535470366477966, 100, 1.558088958263397, 53005, ASIHTTPRequest, TouchXML, 
xml, 0.5096919536590576, 150, 1.583932042121887, 79435, ASIHTTPRequest, TouchXML, 
xml, 0.672868013381958, 200, 1.731840014457703, 106052, ASIHTTPRequest, TouchXML, 
xml, 0.1233429908752441, 50, 0.8437569737434387, 26368, ASIHTTPRequest, LibXMLDom, 
xml, 0.2497900128364563, 100, 1.316017985343933, 53161, ASIHTTPRequest, LibXMLDom, 
xml, 0.3587279915809631, 150, 1.123498976230621, 79062, ASIHTTPRequest, LibXMLDom, 
xml, 0.4664859771728516, 200, 1.493550956249237, 105510, ASIHTTPRequest, LibXMLDom, 
xml, 0.2196300029754639, 50, 0.8249769806861877, 26172, ASIHTTPRequest, LibXMLSAX, 
xml, 0.4193510413169861, 100, 1.324438989162445, 52765, ASIHTTPRequest, LibXMLSAX, 
xml, 0.648938000202179, 150, 1.718262016773224, 79710, ASIHTTPRequest, LibXMLSAX, 
xml, 0.875385046005249, 200, 1.697109997272491, 105974, ASIHTTPRequest, LibXMLSAX, 
csv, 0.1512409448623657, 50, 0.6380009651184082, 13267, ASIHTTPRequest, CSV, 
csv, 0.2650439739227295, 100, 1.080467998981476, 26695, ASIHTTPRequest, CSV, 
csv, 0.3812309503555298, 150, 1.150305986404419, 39949, ASIHTTPRequest, CSV, 
csv, 0.502689003944397, 200, 1.349659025669098, 53570, ASIHTTPRequest, CSV, 
xml, 0.06738299131393433, 50, 0.8187269568443298, 26606, ASIHTTPRequest, TBXML, 
xml, 0.136214017868042, 100, 1.35060703754425, 53056, ASIHTTPRequest, TBXML, 
xml, 0.2022330164909363, 150, 1.392531037330627, 79263, ASIHTTPRequest, TBXML, 
xml, 0.2670390009880066, 200, 1.423972964286804, 105282, ASIHTTPRequest, TBXML, 
xml, 0.1692609786987305, 50, 0.8462679982185364, 26560, ASIHTTPRequest, KissXML, 
xml, 0.3368740081787109, 100, 1.354312002658844, 53506, ASIHTTPRequest, KissXML, 
xml, 0.4947370290756226, 150, 1.597856998443604, 79143, ASIHTTPRequest, KissXML, 
xml, 0.646884024143219, 200, 1.551078021526337, 105512, ASIHTTPRequest, KissXML, 
xml, 0.3426049947738647, 50, 0.9769940376281738, 26484, ASIHTTPRequest, TinyXML, 
xml, 0.6547480225563049, 100, 1.491158962249756, 53183, ASIHTTPRequest, TinyXML, 
xml, 0.964900016784668, 150, 1.686945021152496, 79405, ASIHTTPRequest, TinyXML, 
xml, 1.282600998878479, 200, 1.78949499130249, 105659, ASIHTTPRequest, TinyXML, 
