format, deserializerTime, limit, loaderTime, dataLength, dataLoader, deserializer, 
json, 0.01320403814315796, 50, 0.6058010458946228, 21389, ASIHTTPRequest, JSONKit, 
json, 0.01979196071624756, 100, 0.8271359801292419, 43291, ASIHTTPRequest, JSONKit, 
json, 0.03525900840759277, 150, 0.9304369688034058, 64055, ASIHTTPRequest, JSONKit, 
json, 0.04015505313873291, 200, 1.158784985542297, 85825, ASIHTTPRequest, JSONKit, 
json, 0.02192699909210205, 50, 0.7004130482673645, 21352, ASIHTTPRequest, YAJL, 
json, 0.03209596872329712, 100, 0.7656009793281555, 43150, ASIHTTPRequest, YAJL, 
json, 0.0511929988861084, 150, 0.8627189993858337, 64526, ASIHTTPRequest, YAJL, 
json, 0.06792795658111572, 200, 0.9962950348854065, 85765, ASIHTTPRequest, YAJL, 
json, 0.2659310102462769, 50, 0.6493170261383057, 21614, ASIHTTPRequest, BSJSON, 
json, 0.5258780121803284, 100, 0.7737529873847961, 42972, ASIHTTPRequest, BSJSON, 
json, 0.7907229661941528, 150, 0.9699850082397461, 64266, ASIHTTPRequest, BSJSON, 
json, 1.039598047733307, 200, 1.031536996364594, 85735, ASIHTTPRequest, BSJSON, 
yaml, 0.05172097682952881, 50, 0.7346619963645935, 23287, ASIHTTPRequest, YAML, 
yaml, 0.1070569753646851, 100, 0.9097740054130554, 45634, ASIHTTPRequest, YAML, 
yaml, 0.1591950058937073, 150, 1.023778021335602, 70089, ASIHTTPRequest, YAML, 
yaml, 0.1965550184249878, 200, 1.722916007041931, 92939, ASIHTTPRequest, YAML, 
binplist, 0.007126986980438232, 50, 0.6920170187950134, 17825, ASIHTTPRequest, BinaryPlist, 
binplist, 0.01454699039459229, 100, 0.8490319848060608, 34673, ASIHTTPRequest, BinaryPlist, 
binplist, 0.01766496896743774, 150, 1.03212296962738, 51328, ASIHTTPRequest, BinaryPlist, 
binplist, 0.02561795711517334, 200, 1.194112002849579, 68116, ASIHTTPRequest, BinaryPlist, 
xmlplist, 0.01783901453018188, 50, 0.7552679777145386, 37581, ASIHTTPRequest, XMLPlist, 
xmlplist, 0.02845597267150879, 100, 1.01987898349762, 75245, ASIHTTPRequest, XMLPlist, 
xmlplist, 0.04637300968170166, 150, 1.370884001255035, 112699, ASIHTTPRequest, XMLPlist, 
xmlplist, 0.06019604206085205, 200, 1.394320011138916, 150229, ASIHTTPRequest, XMLPlist, 
xmlplistformatted, 0.01834702491760254, 50, 0.8123670220375061, 47737, ASIHTTPRequest, XMLFormattedPlist, 
xmlplistformatted, 0.0343019962310791, 100, 1.064974009990692, 95951, ASIHTTPRequest, XMLFormattedPlist, 
xmlplistformatted, 0.05127298831939697, 150, 1.309650003910065, 143926, ASIHTTPRequest, XMLFormattedPlist, 
xmlplistformatted, 0.06121498346328735, 200, 1.530727028846741, 191663, ASIHTTPRequest, XMLFormattedPlist, 
xml, 0.05011796951293945, 50, 0.7047320008277893, 26352, ASIHTTPRequest, NSXMLParser, 
xml, 0.1036970019340515, 100, 0.7711840271949768, 53247, ASIHTTPRequest, NSXMLParser, 
xml, 0.1607109904289246, 150, 0.8627349734306335, 79532, ASIHTTPRequest, NSXMLParser, 
xml, 0.2107290029525757, 200, 1.300834000110626, 105691, ASIHTTPRequest, NSXMLParser, 
xml, 0.03946399688720703, 50, 0.6123179793357849, 26278, ASIHTTPRequest, TouchXML, 
xml, 0.0837019681930542, 100, 1.618857026100159, 52947, ASIHTTPRequest, TouchXML, 
xml, 0.1218240261077881, 150, 1.259741008281708, 79084, ASIHTTPRequest, TouchXML, 
xml, 0.1714209914207458, 200, 1.119213998317719, 106523, ASIHTTPRequest, TouchXML, 
xml, 0.03153496980667114, 50, 0.6138949990272522, 26705, ASIHTTPRequest, LibXMLDom, 
xml, 0.05395996570587158, 100, 1.63501900434494, 53185, ASIHTTPRequest, LibXMLDom, 
xml, 0.08353698253631592, 150, 1.261860013008118, 79729, ASIHTTPRequest, LibXMLDom, 
xml, 0.1080920100212097, 200, 1.164635956287384, 105858, ASIHTTPRequest, LibXMLDom, 
xml, 0.04652899503707886, 50, 0.6170569658279419, 26614, ASIHTTPRequest, LibXMLSAX, 
xml, 0.08997601270675659, 100, 0.8768409490585327, 53055, ASIHTTPRequest, LibXMLSAX, 
xml, 0.1308729648590088, 150, 0.9423840045928955, 79667, ASIHTTPRequest, LibXMLSAX, 
xml, 0.1871479749679565, 200, 1.095160007476807, 105779, ASIHTTPRequest, LibXMLSAX, 
csv, 0.04004502296447754, 50, 0.573514997959137, 13563, ASIHTTPRequest, CSV, 
csv, 0.07032698392868042, 100, 0.682487964630127, 26553, ASIHTTPRequest, CSV, 
csv, 0.09813100099563599, 150, 0.9745120406150818, 40783, ASIHTTPRequest, CSV, 
csv, 0.1261540055274963, 200, 0.91069096326828, 53320, ASIHTTPRequest, CSV, 
xml, 0.01641303300857544, 50, 0.6494370102882385, 26660, ASIHTTPRequest, TBXML, 
xml, 0.03358602523803711, 100, 0.8530210256576538, 53245, ASIHTTPRequest, TBXML, 
xml, 0.05259400606155396, 150, 0.9865090250968933, 79924, ASIHTTPRequest, TBXML, 
xml, 0.06784301996231079, 200, 1.12456601858139, 105849, ASIHTTPRequest, TBXML, 
xml, 0.03673297166824341, 50, 0.7097430229187012, 26711, ASIHTTPRequest, KissXML, 
xml, 0.0775110125541687, 100, 1.589136004447937, 53025, ASIHTTPRequest, KissXML, 
xml, 0.1129549741744995, 150, 1.272000014781952, 79170, ASIHTTPRequest, KissXML, 
xml, 0.1538199782371521, 200, 1.176703989505768, 106364, ASIHTTPRequest, KissXML, 
xml, 0.07441502809524536, 50, 0.6170859932899475, 26487, ASIHTTPRequest, TinyXML, 
xml, 0.1466529965400696, 100, 0.9102979898452759, 52876, ASIHTTPRequest, TinyXML, 
xml, 0.2170079946517944, 150, 1.085132002830505, 79503, ASIHTTPRequest, TinyXML, 
xml, 0.2795880436897278, 200, 1.128726005554199, 105445, ASIHTTPRequest, TinyXML, 
xml, 0.04532301425933838, 50, 0.6786250472068787, 26573, ASIHTTPRequest, GoogleXML, 
xml, 0.08647704124450684, 100, 0.9440709948539734, 52926, ASIHTTPRequest, GoogleXML, 
xml, 0.1351580023765564, 150, 1.745990037918091, 79352, ASIHTTPRequest, GoogleXML, 
xml, 0.1738190054893494, 200, 1.236654996871948, 105605, ASIHTTPRequest, GoogleXML, 
xml, 0.07330805063247681, 50, 0.6619770526885986, 26496, ASIHTTPRequest, APXML, 
xml, 0.1431779861450195, 100, 0.9338309764862061, 53055, ASIHTTPRequest, APXML, 
xml, 0.2079839706420898, 150, 1.025317966938019, 79396, ASIHTTPRequest, APXML, 
xml, 0.2839249968528748, 200, 1.240903973579407, 104991, ASIHTTPRequest, APXML, 
pbuf, 0.01614999771118164, 50, 0.573324978351593, 13888, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.03383797407150269, 100, 0.7340059876441956, 27284, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.04539597034454346, 150, 0.8413609862327576, 41057, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.06544297933578491, 200, 0.9559980034828186, 54701, ASIHTTPRequest, ProtocolBuffer, 
xml, 0.06279301643371582, 50, 0.7254800200462341, 26301, ASIHTTPRequest, AQXMLParser, 
xml, 0.1252009868621826, 100, 0.8329970240592957, 53116, ASIHTTPRequest, AQXMLParser, 
xml, 0.1914719939231873, 150, 1.041664004325867, 79459, ASIHTTPRequest, AQXMLParser, 
xml, 0.2523850202560425, 200, 1.188309013843536, 105782, ASIHTTPRequest, AQXMLParser, 
soap, 0.03650802373886108, 50, 1.143832981586456, 41997, SOAP, SOAP, 
soap, 0.07265001535415649, 100, 0.9506910443305969, 83579, SOAP, SOAP, 
soap, 0.1016999483108521, 150, 1.162366032600403, 125382, SOAP, SOAP, 
soap, 0.1363340020179749, 200, 1.307868957519531, 166789, SOAP, SOAP, 
