format, deserializerTime, limit, loaderTime, dataLength, dataLoader, deserializer, 
xml, 0.004289984703063965, 5, 1.373456954956055, 2662, ASIHTTPRequest, TBXML, 
xml, 0.006156027317047119, 10, 2.090847969055176, 5327, ASIHTTPRequest, TBXML, 
xml, 0.006455004215240479, 15, 1.931972026824951, 7977, ASIHTTPRequest, TBXML, 
xml, 0.008157014846801758, 20, 2.473944008350372, 10621, ASIHTTPRequest, TBXML, 
xml, 0.00727999210357666, 5, 1.667740046977997, 2773, ASIHTTPRequest, KissXML, 
xml, 0.01109200716018677, 10, 2.304879009723663, 5336, ASIHTTPRequest, KissXML, 
xml, 0.01574999094009399, 15, 2.170593976974487, 7931, ASIHTTPRequest, KissXML, 
xml, 0.0201759934425354, 20, 1.858088970184326, 10457, ASIHTTPRequest, KissXML, 
xml, 0.01149499416351318, 5, 1.896984994411469, 2705, ASIHTTPRequest, TinyXML, 
xml, 0.02036899328231812, 10, 1.96527498960495, 5521, ASIHTTPRequest, TinyXML, 
xml, 0.02543902397155762, 15, 1.819435954093933, 8111, ASIHTTPRequest, TinyXML, 
xml, 0.03554397821426392, 20, 1.805400013923645, 10739, ASIHTTPRequest, TinyXML, 
xml, 0.008563995361328125, 5, 1.304812967777252, 2638, ASIHTTPRequest, GoogleXML, 
xml, 0.01557403802871704, 10, 1.967034995555878, 5295, ASIHTTPRequest, GoogleXML, 
xml, 0.0174030065536499, 15, 1.742376983165741, 7965, ASIHTTPRequest, GoogleXML, 
xml, 0.02293002605438232, 20, 1.819061994552612, 10529, ASIHTTPRequest, GoogleXML, 
xml, 0.01180499792098999, 5, 1.29498702287674, 2698, ASIHTTPRequest, APXML, 
xml, 0.01994001865386963, 10, 2.0018350481987, 5425, ASIHTTPRequest, APXML, 
xml, 0.02620100975036621, 15, 1.779465973377228, 7958, ASIHTTPRequest, APXML, 
xml, 0.03537702560424805, 20, 1.809307038784027, 10668, ASIHTTPRequest, APXML, 
pbuf, 0.004552960395812988, 5, 1.203325033187866, 1444, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.007162034511566162, 10, 2.007439017295837, 2604, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.007082998752593994, 15, 1.815212965011597, 4052, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.009930968284606934, 20, 1.825826048851013, 5667, ASIHTTPRequest, ProtocolBuffer, 
xml, 0.008437037467956543, 5, 1.36737596988678, 2614, ASIHTTPRequest, AQXMLParser, 
xml, 0.01670199632644653, 10, 1.989790022373199, 5356, ASIHTTPRequest, AQXMLParser, 
xml, 0.05709302425384521, 15, 1.767643988132477, 8081, ASIHTTPRequest, AQXMLParser, 
xml, 0.0464320182800293, 20, 1.780362963676453, 10544, ASIHTTPRequest, AQXMLParser, 
soap, 0.005649983882904053, 5, 4.519653022289276, 4538, SOAP, SOAP, 
soap, 0.01103603839874268, 10, 2.170794010162354, 8667, SOAP, SOAP, 
soap, 0.01451998949050903, 15, 2.875780999660492, 12860, SOAP, SOAP, 
soap, 0.01937699317932129, 20, 2.690678954124451, 17044, SOAP, SOAP, 
